income,debt_ratio,history_years,defaults,age,protected,approved_historical,approved_merit_only
53.34,0.23,13.98,0.0,38.39,0.0,1,1
39.58,0.11,4.97,0.0,40.26,1.0,0,1
27.44,0.08,9.94,1.0,36.04,1.0,0,0
34.82,0.43,3.88,0.0,55.88,0.0,0,0
47.01,0.33,16.24,1.0,42.44,0.0,0,0
24.38,0.58,12.1,0.0,46.94,0.0,0,0
28.66,0.09,8.19,1.0,50.57,0.0,0,0
44.43,0.21,2.63,0.0,70.62,1.0,0,1
27.48,0.31,8.19,1.0,43.16,0.0,0,0
26.18,0.25,13.0,1.0,27.08,1.0,0,0
42.59,0.59,11.93,0.0,60.02,0.0,0,0
46.57,0.42,2.73,0.0,56.24,1.0,0,0
69.04,0.66,16.31,0.0,41.61,0.0,1,1
41.32,0.17,15.45,1.0,30.47,1.0,0,1
30.91,0.22,8.65,1.0,65.0,1.0,0,0
41.77,0.46,7.4,1.0,21.22,0.0,0,0
73.22,0.29,10.26,0.0,55.82,0.0,1,1
46.14,0.28,2.76,0.0,49.4,0.0,0,0
43.38,0.17,4.39,1.0,18.0,0.0,1,1
74.21,0.38,9.11,0.0,48.08,0.0,1,1
56.21,0.08,16.15,1.0,42.34,0.0,1,1
10.0,0.31,4.38,0.0,43.46,1.0,0,0
33.67,0.04,8.83,0.0,61.74,0.0,1,1
23.68,0.29,9.03,0.0,18.0,0.0,0,0
31.45,0.4,8.28,0.0,51.55,1.0,0,0
34.3,0.4,11.15,1.0,43.69,0.0,0,0
39.1,0.22,6.9,0.0,38.24,1.0,0,1
26.05,0.09,16.49,0.0,38.63,0.0,1,1
23.03,0.35,2.11,1.0,34.6,1.0,0,0
55.55,0.28,4.05,0.0,42.77,1.0,0,1
67.79,0.25,3.49,0.0,52.64,0.0,1,1
81.25,0.16,5.65,1.0,41.33,0.0,1,1
33.22,0.31,12.71,0.0,27.13,1.0,0,1
12.58,0.14,15.0,0.0,47.34,1.0,0,1
56.94,0.15,4.17,0.0,40.06,0.0,1,1
22.35,0.16,12.69,0.0,53.67,1.0,0,1
24.68,0.26,4.1,0.0,44.11,0.0,0,0
33.8,0.11,8.91,1.0,52.43,0.0,0,0
39.57,0.02,13.1,0.0,41.07,1.0,1,1
37.14,0.22,10.25,0.0,49.76,1.0,0,1
36.48,0.1,16.12,2.0,63.21,1.0,0,0
32.28,0.38,13.72,1.0,51.09,0.0,0,0
25.9,0.66,5.2,0.0,48.36,0.0,0,0
44.48,0.38,6.25,1.0,45.7,0.0,0,0
29.06,0.29,8.02,0.0,40.06,0.0,1,1
61.22,0.25,23.18,2.0,47.8,0.0,0,0
51.67,0.23,8.7,0.0,29.86,1.0,0,1
48.03,0.38,14.83,0.0,54.79,1.0,0,1
39.0,0.64,5.97,0.0,21.2,0.0,0,0
31.64,0.15,11.13,0.0,64.69,1.0,0,1
28.62,0.3,6.73,0.0,43.14,0.0,0,0
48.22,0.33,5.65,0.0,46.22,0.0,1,1
37.94,0.57,15.87,0.0,25.68,0.0,1,1
28.85,0.24,9.0,0.0,49.1,0.0,0,0
44.99,0.25,6.72,1.0,28.0,0.0,0,0
25.32,0.28,3.81,1.0,41.47,1.0,0,0
15.18,0.19,5.27,0.0,35.3,1.0,0,0
54.99,0.32,14.68,1.0,51.8,0.0,0,0
27.64,0.22,6.62,0.0,28.38,0.0,1,1
27.83,0.35,10.24,0.0,45.85,0.0,0,0
46.21,0.2,4.72,0.0,45.42,0.0,1,1
23.84,0.14,11.13,0.0,62.95,1.0,0,1
33.69,0.01,5.54,0.0,47.26,0.0,1,1
31.66,0.2,13.18,1.0,46.59,1.0,0,0
69.58,0.12,6.82,0.0,43.9,0.0,1,1
51.1,0.45,8.79,1.0,32.65,0.0,0,0
39.43,0.03,7.76,0.0,40.74,0.0,1,1
40.7,0.14,6.93,1.0,53.31,0.0,0,0
31.41,0.19,7.07,0.0,37.81,0.0,1,1
32.87,0.22,17.17,0.0,53.74,1.0,1,1
43.9,0.13,1.87,0.0,27.26,0.0,1,1
45.66,0.17,9.22,2.0,42.78,1.0,0,0
73.83,0.47,10.05,0.0,44.09,0.0,1,1
45.06,0.66,12.52,1.0,48.98,0.0,0,0
15.42,0.16,0.84,0.0,48.64,0.0,0,0
56.68,0.07,2.17,0.0,60.86,0.0,1,1
32.97,0.34,10.98,2.0,43.17,1.0,0,0
45.61,0.41,14.31,1.0,23.9,0.0,0,0
23.61,0.18,10.15,1.0,32.76,0.0,0,0
40.16,0.14,4.87,0.0,26.52,0.0,1,1
14.39,0.29,7.74,0.0,20.5,1.0,0,0
36.81,0.55,12.68,0.0,59.89,1.0,0,0
26.99,0.27,10.77,0.0,28.65,1.0,1,1
24.55,0.2,3.12,0.0,38.48,1.0,0,1
34.91,0.15,17.2,0.0,60.29,1.0,0,1
67.28,0.37,6.81,0.0,27.06,0.0,1,1
26.42,0.19,9.19,1.0,50.83,0.0,0,0
36.03,0.24,8.98,0.0,27.54,0.0,1,1
40.76,0.31,5.13,1.0,38.54,1.0,0,0
26.44,0.11,11.33,0.0,55.07,1.0,1,1
35.69,0.27,7.23,0.0,49.61,1.0,0,1
51.94,0.23,10.8,0.0,60.09,0.0,1,1
49.96,0.21,18.19,2.0,47.3,1.0,0,0
19.9,0.46,5.57,0.0,44.65,1.0,0,0
31.71,0.4,5.38,0.0,45.29,0.0,0,0
37.16,0.31,2.38,1.0,38.73,0.0,0,0
20.83,0.42,10.62,0.0,22.09,0.0,0,0
30.28,0.2,27.52,0.0,32.12,0.0,1,1
19.7,0.54,16.46,1.0,51.32,1.0,0,0
40.64,0.13,14.5,0.0,48.17,0.0,1,1
86.62,0.04,8.82,0.0,35.32,0.0,1,1
22.04,0.34,6.23,0.0,61.95,1.0,0,0
21.05,0.37,5.2,0.0,45.91,0.0,0,0
23.2,0.24,7.12,1.0,42.63,0.0,0,0
22.71,0.08,4.57,0.0,57.26,1.0,0,0
24.95,0.22,8.72,0.0,49.24,0.0,0,0
50.31,0.26,12.54,0.0,59.21,1.0,1,1
56.06,0.42,12.03,1.0,57.18,0.0,0,0
33.34,0.32,8.7,0.0,63.65,1.0,0,1
16.73,0.25,3.71,0.0,63.24,1.0,0,0
37.46,0.26,6.46,1.0,45.37,1.0,0,0
10.0,0.28,13.44,0.0,40.67,1.0,0,0
27.39,0.51,6.39,0.0,44.69,0.0,0,0
23.12,0.05,9.39,0.0,68.02,0.0,1,1
43.18,0.48,13.77,0.0,27.4,0.0,0,0
44.15,0.3,4.0,1.0,47.35,0.0,0,0
27.35,0.1,2.16,0.0,30.35,1.0,0,1
86.35,0.31,4.44,0.0,18.0,0.0,1,1
27.33,0.41,4.18,0.0,44.15,0.0,0,0
46.06,0.19,19.42,1.0,54.84,0.0,1,1
33.32,0.34,8.51,0.0,53.04,0.0,0,0
60.68,0.2,3.29,0.0,38.14,0.0,1,1
19.21,0.05,2.09,0.0,28.99,1.0,0,0
43.52,0.13,7.93,1.0,57.66,0.0,0,0
56.04,0.65,2.36,1.0,40.5,0.0,0,0
34.84,0.48,5.66,2.0,37.83,0.0,0,0
35.24,0.33,4.8,1.0,49.08,1.0,0,0
39.28,0.29,6.68,1.0,25.34,0.0,0,0
19.21,0.23,13.12,0.0,50.84,1.0,0,0
20.96,0.17,10.22,0.0,77.23,1.0,0,0
64.43,0.4,11.12,0.0,18.0,0.0,1,1
81.37,0.37,4.61,0.0,31.09,1.0,1,1
39.2,0.24,17.51,0.0,63.64,1.0,0,1
42.53,0.33,2.01,0.0,57.77,0.0,0,0
59.37,0.3,2.02,1.0,57.14,0.0,0,0
27.51,0.53,5.42,0.0,56.51,0.0,0,0
34.5,0.18,9.21,0.0,45.91,0.0,1,1
13.23,0.15,5.55,0.0,40.59,0.0,0,0
22.46,0.34,18.55,0.0,33.37,1.0,0,0
23.07,0.22,9.6,1.0,60.91,1.0,0,0
121.1,0.18,2.78,0.0,40.37,0.0,1,1
68.38,0.2,13.24,0.0,43.83,0.0,1,1
24.41,0.03,6.36,0.0,49.67,0.0,1,1
44.31,0.06,10.5,1.0,51.68,0.0,1,1
48.38,0.14,3.1,2.0,52.84,1.0,0,0
105.33,0.14,2.52,0.0,34.67,0.0,1,1
44.53,0.13,9.49,3.0,46.83,0.0,0,0
39.42,0.35,6.7,0.0,39.34,1.0,0,0
20.3,0.56,14.4,0.0,47.07,1.0,0,0
50.96,0.07,9.52,1.0,49.52,0.0,1,1
33.75,0.15,6.47,1.0,49.6,0.0,0,0
45.41,0.37,5.65,0.0,31.74,0.0,1,1
66.52,0.52,3.12,3.0,18.0,0.0,0,0
70.48,0.23,19.92,0.0,39.04,0.0,1,1
21.9,0.29,5.33,1.0,55.8,1.0,0,0
33.02,0.27,6.36,1.0,33.65,0.0,0,0
67.19,0.84,12.56,0.0,48.39,0.0,0,0
41.51,0.35,6.89,1.0,62.91,1.0,0,0
32.51,0.5,14.15,1.0,19.32,1.0,0,0
19.05,0.44,3.35,0.0,37.51,1.0,0,0
23.28,0.18,3.74,0.0,44.98,1.0,0,0
18.13,0.39,7.95,0.0,37.13,0.0,0,0
65.46,0.29,7.15,0.0,49.09,0.0,1,1
33.02,0.23,8.02,0.0,24.52,0.0,1,1
29.37,0.18,8.71,1.0,35.85,0.0,0,0
15.3,0.03,1.34,0.0,47.59,0.0,1,1
71.6,0.1,5.23,0.0,28.4,0.0,1,1
29.54,0.29,2.75,0.0,36.24,1.0,0,0
11.99,0.06,12.44,0.0,59.05,1.0,0,1
32.08,0.24,15.73,0.0,55.55,1.0,0,1
37.39,0.22,13.18,0.0,52.25,0.0,1,1
71.29,0.03,9.9,2.0,58.85,0.0,1,1
37.91,0.31,6.76,0.0,40.78,0.0,1,1
24.77,0.3,16.17,0.0,31.11,1.0,0,1
45.24,0.18,11.12,0.0,41.69,0.0,1,1
66.45,0.42,19.85,1.0,27.43,1.0,0,0
42.0,0.22,12.08,0.0,56.1,1.0,1,1
37.17,0.09,13.98,0.0,18.56,1.0,0,1
37.59,0.26,11.87,1.0,45.8,0.0,0,0
33.41,0.44,5.53,0.0,24.18,1.0,0,0
42.07,0.1,4.9,1.0,65.09,0.0,0,0
56.73,0.14,14.97,0.0,65.13,0.0,1,1
69.0,0.42,9.86,0.0,44.17,0.0,1,1
23.84,0.37,10.45,1.0,19.05,1.0,0,0
27.11,0.02,7.9,0.0,27.78,0.0,1,1
10.53,0.16,4.79,0.0,60.1,1.0,0,0
99.44,0.36,6.06,0.0,40.08,0.0,1,1
32.69,0.4,7.18,1.0,33.1,1.0,0,0
57.77,0.08,4.69,1.0,42.21,1.0,0,1
41.65,0.22,8.42,0.0,18.85,1.0,0,1
12.79,0.27,8.47,0.0,40.35,1.0,0,0
68.64,0.28,13.24,0.0,38.98,1.0,1,1
33.94,0.27,2.63,1.0,30.77,1.0,0,0
27.23,0.24,23.21,0.0,18.0,1.0,0,1
11.09,0.12,9.09,1.0,47.0,0.0,0,0
33.61,0.45,5.48,0.0,36.38,0.0,0,0
28.0,0.37,5.58,1.0,32.28,0.0,0,0
51.67,0.08,6.4,0.0,53.75,0.0,1,1
33.04,0.42,10.83,0.0,47.76,0.0,0,0
45.07,0.4,11.43,0.0,42.83,0.0,1,1
15.72,0.28,3.53,0.0,34.27,1.0,0,0
30.81,0.31,3.04,1.0,46.82,0.0,0,0
48.07,0.71,10.5,0.0,52.49,1.0,0,0
58.51,0.08,19.95,0.0,36.51,0.0,1,1
62.31,0.37,6.9,0.0,54.83,0.0,1,1
48.98,0.2,5.8,0.0,19.0,1.0,0,1
15.53,0.36,4.54,0.0,44.59,0.0,0,0
13.88,0.35,31.74,1.0,47.47,1.0,0,0
12.02,0.3,5.76,1.0,53.65,1.0,0,0
32.12,0.09,16.54,1.0,34.7,0.0,1,1
46.31,0.5,6.42,1.0,31.35,0.0,0,0
45.37,0.33,14.79,0.0,37.92,0.0,1,1
56.54,0.2,17.03,0.0,53.85,0.0,1,1
43.05,0.31,4.36,0.0,53.48,1.0,0,0
39.28,0.67,14.08,0.0,40.96,1.0,0,0
40.8,0.13,20.97,0.0,27.1,1.0,1,1
53.47,0.1,20.35,0.0,58.8,0.0,1,1
40.72,0.09,6.44,1.0,43.59,0.0,0,0
15.84,0.57,6.07,1.0,46.02,1.0,0,0
45.6,0.13,16.87,0.0,42.4,1.0,1,1
123.29,0.29,24.67,0.0,83.21,0.0,1,1
73.6,0.22,1.98,0.0,38.31,0.0,1,1
13.5,0.47,23.66,0.0,50.98,1.0,0,0
61.49,0.23,9.2,1.0,48.05,1.0,0,1
11.72,0.28,10.74,0.0,19.06,1.0,0,0
54.15,0.23,4.16,1.0,31.56,0.0,1,1
30.87,0.41,4.78,0.0,46.14,1.0,0,0
50.29,0.15,13.78,1.0,59.02,0.0,1,1
17.82,0.5,4.94,0.0,47.67,1.0,0,0
24.07,0.11,6.94,0.0,25.15,0.0,1,1
16.29,0.13,2.13,1.0,52.31,0.0,0,0
23.75,0.3,5.35,0.0,33.97,0.0,0,0
22.58,0.33,3.4,0.0,62.23,1.0,0,0
49.93,0.33,4.66,0.0,46.07,1.0,0,1
18.49,0.32,8.13,1.0,59.89,1.0,0,0
31.35,0.32,2.21,1.0,29.82,0.0,0,0
35.68,0.12,1.6,1.0,45.43,0.0,0,0
24.28,0.05,5.07,0.0,42.07,0.0,1,1
35.55,0.25,2.02,0.0,61.96,1.0,0,0
61.07,0.16,14.47,0.0,29.65,0.0,1,1
38.28,0.17,9.83,0.0,18.0,1.0,0,1
31.86,0.19,10.23,0.0,57.84,1.0,0,1
32.21,0.22,5.4,0.0,43.74,0.0,1,1
33.3,0.41,4.19,2.0,44.92,0.0,0,0
49.84,0.32,6.36,1.0,41.51,0.0,0,0
51.32,0.2,11.32,0.0,41.37,0.0,1,1
36.5,0.23,11.71,0.0,57.82,0.0,1,1
25.02,0.48,15.77,0.0,44.9,0.0,0,0
23.48,0.17,6.21,2.0,26.34,1.0,0,0
64.65,0.21,8.62,0.0,22.22,0.0,1,1
37.13,0.08,5.87,1.0,71.51,0.0,0,0
35.96,0.15,11.24,0.0,37.41,1.0,1,1
16.11,0.32,6.68,0.0,53.36,1.0,0,1
29.75,0.18,3.58,1.0,48.66,1.0,0,0
26.34,0.24,4.05,0.0,52.15,0.0,1,1
30.9,0.03,6.91,0.0,45.1,0.0,1,1
29.21,0.46,5.81,0.0,41.72,0.0,0,0
23.38,0.04,11.13,1.0,19.62,1.0,0,1
27.45,0.32,4.79,0.0,21.5,0.0,0,0
34.34,0.39,12.76,1.0,19.9,0.0,0,0
26.92,0.14,4.78,1.0,19.75,0.0,0,0
46.45,0.09,3.75,0.0,21.08,0.0,1,1
17.74,0.34,14.02,0.0,39.83,1.0,0,0
34.7,0.39,5.53,0.0,44.33,1.0,0,0
61.94,0.16,10.74,0.0,33.17,0.0,1,1
48.02,0.16,5.01,0.0,39.56,1.0,0,1
63.4,0.32,8.9,0.0,48.0,0.0,1,1
67.94,0.39,7.89,0.0,43.97,0.0,1,1
24.22,0.39,12.33,1.0,18.0,0.0,0,0
32.42,0.51,8.62,0.0,33.75,0.0,0,0
33.15,0.14,6.44,0.0,38.2,1.0,0,1
38.98,0.19,4.78,1.0,40.79,1.0,0,0
41.38,0.5,5.88,1.0,44.36,0.0,0,0
30.52,0.16,9.48,0.0,24.59,0.0,1,1
32.76,0.13,16.58,0.0,44.49,0.0,1,1
49.44,0.37,7.19,1.0,45.65,0.0,0,0
19.94,0.35,5.72,1.0,36.06,0.0,0,0
46.76,0.52,3.04,0.0,32.01,1.0,0,0
28.48,0.29,1.8,0.0,21.6,0.0,0,0
26.5,0.49,7.81,0.0,34.91,0.0,0,0
41.33,0.19,7.89,1.0,43.8,0.0,0,0
19.85,0.2,5.36,0.0,37.16,0.0,0,0
56.66,0.51,12.1,1.0,46.49,1.0,0,0
70.89,0.52,7.33,0.0,42.5,0.0,0,0
17.78,0.41,6.34,0.0,47.04,1.0,0,0
25.19,0.22,16.45,0.0,52.52,0.0,1,1
15.33,0.21,11.59,0.0,49.29,1.0,0,1
40.39,0.37,13.97,0.0,53.59,0.0,1,1
29.65,0.01,20.99,1.0,40.28,0.0,1,1
35.07,0.29,8.82,1.0,39.71,1.0,0,0
40.95,0.29,12.22,0.0,64.67,0.0,1,1
52.87,0.19,9.3,2.0,38.73,0.0,0,0
50.98,0.14,9.82,0.0,42.59,1.0,1,1
40.11,0.22,31.71,0.0,34.91,1.0,1,1
19.6,0.15,6.82,0.0,41.17,1.0,0,0
31.25,0.14,5.4,0.0,50.0,1.0,0,1
60.76,0.45,10.59,0.0,41.3,0.0,1,1
58.03,0.09,9.07,1.0,45.01,0.0,1,1
23.61,0.25,19.63,0.0,48.27,1.0,0,1
30.67,0.3,7.55,0.0,18.27,1.0,0,0
27.83,0.19,9.52,1.0,73.14,0.0,0,0
45.59,0.4,15.16,0.0,43.8,0.0,1,1
43.82,0.17,7.92,0.0,44.1,0.0,1,1
43.26,0.58,6.72,0.0,45.49,0.0,0,0
40.81,0.1,3.27,1.0,51.57,0.0,0,0
70.56,0.2,5.41,1.0,24.45,1.0,0,1
18.93,0.19,9.69,0.0,33.1,1.0,0,0
40.89,0.07,10.13,1.0,24.69,0.0,1,1
40.22,0.56,14.74,1.0,28.67,0.0,0,0
44.41,0.05,27.16,1.0,38.49,0.0,1,1
25.6,0.23,9.34,0.0,53.07,0.0,1,1
33.23,0.16,12.99,0.0,36.84,1.0,0,1
38.57,0.26,9.64,0.0,43.97,0.0,1,1
34.36,0.44,9.04,1.0,39.32,1.0,0,0
47.73,0.2,10.82,1.0,27.68,0.0,0,0
32.95,0.22,8.95,0.0,50.53,0.0,0,0
17.66,0.3,8.76,2.0,40.36,0.0,0,0
53.82,0.17,21.38,0.0,37.11,0.0,1,1
11.69,0.54,6.99,0.0,41.72,1.0,0,0
81.08,0.59,2.81,2.0,34.38,1.0,0,0
25.03,0.53,2.76,0.0,31.69,0.0,0,0
34.13,0.41,3.33,0.0,36.79,1.0,0,1
19.43,0.18,12.95,0.0,38.11,1.0,0,1
45.21,0.35,7.12,0.0,20.71,0.0,0,0
19.61,0.13,6.2,0.0,49.45,1.0,0,1
34.87,0.38,10.57,0.0,28.98,0.0,0,0
31.13,0.17,4.88,0.0,66.61,0.0,1,1
11.82,0.32,9.62,0.0,33.78,1.0,0,0
44.91,0.2,8.01,0.0,35.61,1.0,1,1
33.22,0.44,15.15,2.0,26.64,1.0,0,0
24.32,0.53,5.79,0.0,57.46,0.0,0,0
69.19,0.18,6.0,0.0,52.51,0.0,1,1
27.95,0.25,11.87,0.0,25.01,1.0,0,1
16.44,0.28,2.53,0.0,39.76,1.0,0,0
102.57,0.18,2.89,0.0,36.83,0.0,1,1
13.72,0.16,14.7,1.0,33.68,1.0,0,0
39.3,0.15,8.31,1.0,56.29,0.0,0,0
19.27,0.08,15.38,0.0,19.18,1.0,0,0
23.45,0.18,19.76,0.0,57.66,1.0,0,1
21.18,0.15,5.24,0.0,49.66,0.0,1,1
45.18,0.38,14.97,0.0,34.38,0.0,1,1
32.41,0.41,10.1,0.0,19.0,1.0,0,0
40.59,0.5,9.82,0.0,63.64,0.0,0,0
15.24,0.16,12.11,1.0,29.84,1.0,0,0
28.51,0.44,9.96,0.0,36.87,1.0,0,0
64.42,0.21,5.3,0.0,22.97,0.0,1,1
42.55,0.08,3.93,2.0,35.2,0.0,0,0
28.08,0.26,4.99,1.0,39.31,1.0,0,0
46.07,0.05,2.58,0.0,22.65,1.0,1,1
29.48,0.4,3.88,0.0,51.83,0.0,0,0
42.32,0.34,7.79,0.0,24.16,0.0,1,1
30.86,0.47,10.47,0.0,26.72,1.0,0,0
53.81,0.33,12.0,1.0,67.1,0.0,0,0
42.42,0.47,15.29,0.0,18.02,0.0,1,1
14.72,0.21,7.94,0.0,39.09,1.0,0,0
32.25,0.28,5.81,1.0,33.83,1.0,0,0
26.7,0.34,4.82,0.0,25.94,1.0,0,0
54.24,0.49,7.96,1.0,31.04,0.0,0,0
17.52,0.2,8.95,0.0,34.06,1.0,0,0
26.01,0.48,4.03,0.0,37.55,0.0,0,0
45.6,0.16,6.8,0.0,44.71,1.0,0,1
30.84,0.13,7.65,0.0,41.97,0.0,1,1
101.83,0.11,4.24,1.0,36.89,0.0,1,1
60.06,0.71,6.89,0.0,46.78,1.0,0,0
41.08,0.34,12.22,1.0,37.46,0.0,0,0
31.21,0.19,12.9,0.0,18.0,1.0,0,1
20.13,0.67,23.76,1.0,29.94,0.0,0,0
14.08,0.16,3.27,1.0,43.57,1.0,0,0
58.48,0.4,11.09,2.0,35.43,0.0,0,0
44.35,0.19,14.76,1.0,51.52,1.0,0,0
33.93,0.33,5.37,0.0,38.35,0.0,0,0
44.54,0.16,13.1,1.0,52.81,0.0,1,1
66.06,0.53,9.1,0.0,51.07,0.0,1,1
29.05,0.41,8.73,0.0,25.51,0.0,0,0
47.82,0.17,2.84,0.0,51.89,0.0,1,1
39.19,0.11,8.32,1.0,46.42,1.0,0,0
25.42,0.09,9.85,0.0,44.46,1.0,1,1
41.03,0.24,4.18,0.0,62.13,0.0,0,0
14.06,0.29,15.12,0.0,28.69,1.0,0,0
50.78,0.06,4.09,0.0,49.86,0.0,1,1
30.83,0.42,1.4,0.0,23.26,0.0,0,0
41.43,0.35,13.95,1.0,30.05,1.0,0,0
26.25,0.53,11.28,0.0,20.81,0.0,0,0
41.21,0.15,6.65,0.0,53.75,1.0,0,1
11.06,0.28,7.85,0.0,53.87,1.0,0,0
50.41,0.41,9.12,0.0,27.62,0.0,1,1
45.5,0.07,16.51,0.0,29.61,0.0,1,1
31.02,0.43,9.32,0.0,41.69,1.0,0,0
51.97,0.32,17.78,1.0,55.87,0.0,0,0
71.75,0.24,8.85,0.0,42.9,1.0,1,1
57.59,0.24,5.36,1.0,37.76,0.0,0,0
18.16,0.14,11.22,0.0,45.79,1.0,0,1
28.41,0.47,2.53,1.0,18.0,0.0,0,0
79.86,0.09,8.69,0.0,38.27,0.0,1,1
40.0,0.66,5.71,1.0,48.93,0.0,0,0
40.61,0.36,7.22,0.0,22.36,1.0,0,0
28.7,0.67,6.46,0.0,63.17,0.0,0,0
30.24,0.52,13.78,0.0,70.97,1.0,0,0
22.56,0.27,6.06,1.0,58.12,1.0,0,0
43.29,0.19,13.1,0.0,70.6,0.0,1,1
27.46,0.29,8.78,0.0,19.61,1.0,0,1
22.79,0.21,14.47,2.0,39.92,0.0,0,0
55.18,0.25,9.94,1.0,33.65,0.0,0,0
27.52,0.25,3.04,1.0,43.3,1.0,0,0
45.87,0.33,11.33,1.0,39.77,0.0,0,0
28.99,0.18,9.43,0.0,32.7,0.0,1,1
11.65,0.42,12.33,0.0,57.93,1.0,0,0
91.06,0.38,5.77,1.0,32.45,0.0,1,1
40.71,0.29,12.0,0.0,41.59,1.0,1,1
21.16,0.04,6.37,0.0,59.91,1.0,0,1
21.68,0.13,12.6,1.0,47.39,1.0,0,1
20.08,0.33,11.39,0.0,33.02,0.0,0,0
52.1,0.41,6.13,0.0,49.13,1.0,0,0
109.64,0.74,3.6,0.0,42.71,0.0,1,1
63.85,0.07,7.14,0.0,36.29,0.0,1,1
35.2,0.3,8.03,1.0,40.46,0.0,0,0
71.98,0.16,8.38,1.0,43.87,0.0,1,1
67.65,0.56,5.97,1.0,42.64,0.0,0,0
25.2,0.3,9.08,0.0,28.29,1.0,0,1
44.79,0.44,2.89,0.0,40.33,1.0,0,0
21.65,0.24,12.49,0.0,48.91,0.0,0,0
26.48,0.24,21.85,2.0,38.39,1.0,0,0
27.71,0.15,5.83,0.0,41.66,0.0,1,1
64.68,0.17,5.27,0.0,52.88,0.0,1,1
44.57,0.29,12.05,0.0,30.25,0.0,1,1
66.67,0.16,7.43,0.0,47.14,0.0,1,1
32.93,0.08,22.23,2.0,46.22,0.0,0,0
25.79,0.19,8.85,1.0,49.6,1.0,0,0
24.67,0.18,4.57,0.0,37.51,1.0,0,0
14.89,0.09,9.09,0.0,44.45,1.0,1,1
23.51,0.64,13.37,0.0,56.2,1.0,0,0
46.18,0.52,7.72,0.0,59.29,1.0,0,0
37.84,0.23,9.49,0.0,37.41,0.0,1,1
41.68,0.21,5.93,0.0,35.86,0.0,0,0
30.27,0.64,6.83,0.0,57.91,1.0,0,0
28.0,0.24,5.98,1.0,19.51,0.0,0,0
58.22,0.5,6.07,0.0,40.96,0.0,0,0
50.85,0.23,16.58,1.0,39.98,0.0,1,1
54.9,0.55,2.53,0.0,38.66,1.0,0,0
37.3,0.13,5.66,0.0,62.05,0.0,1,1
17.38,0.06,21.18,0.0,22.69,0.0,1,1
15.67,0.22,10.73,0.0,48.75,1.0,0,0
29.65,0.42,11.59,0.0,44.29,1.0,0,0
57.41,0.16,5.14,1.0,42.52,0.0,0,0
35.0,0.07,18.76,0.0,46.4,0.0,1,1
52.88,0.18,0.86,1.0,19.83,0.0,0,0
33.93,0.16,11.71,0.0,39.56,0.0,1,1
68.29,0.15,5.61,0.0,37.96,1.0,1,1
19.94,0.53,13.28,1.0,34.67,1.0,0,0
17.98,0.11,12.06,1.0,36.77,0.0,0,0
44.39,0.09,3.19,0.0,30.68,0.0,1,1
35.31,0.39,2.4,1.0,21.65,1.0,0,0
19.4,0.6,12.47,0.0,46.3,1.0,0,0
87.67,0.29,8.82,0.0,29.92,0.0,1,1
23.0,0.56,8.57,0.0,61.63,0.0,0,0
19.13,0.09,10.78,1.0,40.24,1.0,0,0
51.99,0.23,25.5,1.0,31.08,0.0,1,1
33.04,0.45,8.3,0.0,32.42,0.0,0,0
40.49,0.45,10.37,0.0,26.77,0.0,1,1
62.37,0.36,2.79,2.0,42.25,0.0,0,0
23.14,0.48,7.92,1.0,38.41,1.0,0,0
29.52,0.18,3.44,0.0,64.06,0.0,0,0
43.52,0.16,6.48,0.0,46.41,0.0,1,1
40.86,0.25,2.84,0.0,39.47,0.0,1,1
26.07,0.11,6.15,0.0,53.15,1.0,0,1
21.37,0.7,6.94,0.0,41.06,1.0,0,0
54.24,0.47,6.29,1.0,29.57,0.0,0,0
27.64,0.08,6.24,0.0,53.65,0.0,1,1
29.87,0.25,6.88,0.0,50.5,0.0,0,0
41.63,0.22,17.87,0.0,36.24,0.0,1,1
17.15,0.03,9.74,0.0,33.28,0.0,1,1
61.8,0.53,6.49,0.0,31.85,0.0,0,0
18.43,0.37,9.32,0.0,58.23,1.0,0,1
25.22,0.48,13.14,0.0,58.94,1.0,0,0
65.38,0.35,18.22,1.0,48.1,1.0,0,1
16.79,0.06,11.81,1.0,47.23,1.0,0,0
22.86,0.49,3.43,1.0,40.22,1.0,0,0
66.49,0.21,3.56,0.0,18.0,0.0,1,1
39.14,0.39,18.49,0.0,26.15,1.0,0,1
29.79,0.33,9.89,0.0,27.65,1.0,0,0
26.63,0.31,4.45,0.0,56.72,1.0,0,0
32.07,0.25,10.4,0.0,65.13,0.0,1,1
31.17,0.31,2.48,0.0,26.59,0.0,1,1
51.86,0.06,12.02,0.0,53.08,0.0,1,1
49.79,0.1,7.38,0.0,36.06,0.0,1,1
36.98,0.75,3.09,0.0,18.0,1.0,0,0
79.91,0.56,1.8,0.0,37.4,1.0,0,0
80.09,0.33,5.17,1.0,45.09,0.0,1,1
42.86,0.51,10.35,0.0,18.0,0.0,0,0
48.35,0.23,7.04,1.0,54.79,1.0,0,0
17.96,0.33,7.91,0.0,53.29,1.0,0,0
28.64,0.49,4.81,0.0,33.75,1.0,0,0
77.84,0.38,1.5,1.0,26.51,0.0,0,0
15.97,0.08,3.8,0.0,35.89,1.0,0,0
39.19,0.3,9.95,2.0,42.13,1.0,0,0
53.82,0.11,3.94,0.0,38.94,0.0,1,1
30.71,0.39,9.51,0.0,56.85,0.0,0,0
21.93,0.15,8.47,1.0,47.69,1.0,0,0
